id,pred,confidence,justification,type,index,text,label,len_text,machiavellian,narcissitic expressions,lack of professional decorum,lack of consideration,favoritism (discrimination),comments refusing responsibility,threatening statements
f66a8004,DLB,95.67,This sentence contains Machiavellian Expressions,['Machiavellian Expressions'],53,"""\""As I mentioned the other day Ken is really the most authoritative figure when it comes to the idea that economic concepts can be used to build energy markets and business enterprises that lead to better societies Talk soon and dont hesitate to ever ask for a quid pro quo from us.\""""",None,54,,,,,,,
4fa2d704,None,95.67,This sentence does not contain any sign of destructive leadership.,None,967,"""\""He and my buddy have been friends for years and I thought Id extend the offer.\""""",None,18,,,,,,,
20fd820b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1320,"""\""For program and registration information go to our web site at httpwww.milkeninst.org.\""""",None,18,,,,,,,
1d4eb1c9,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1068,"""\""Mark I have a letter here that Jeff would like to mail to you we still havent gotten him to use email\""""",None,24,,,,,,,
0fd67ce8,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],88,"""\""Lots of old and bad construction here stones in the street.\""""",None,13,,,,,,,
c4f81412,None,95.67,This sentence does not contain any sign of destructive leadership.,None,77,"""\""Is there anyway you can find time in your busy schedule to visit us over dinner with a short talk and a question and answer period.\""""",None,28,,,,,,,
edc17d4d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1449,"""\""Of course you have great latitude in choosing the topic you would like to address.\""""",None,17,,,,,,,
6532bf12,None,95.67,This sentence does not contain any sign of destructive leadership.,None,271,"""\""If this is your first ride and you havent signed up online you need to complete a paper waiver and fill in your name on the blank signin sheet.\""""",None,31,,,,,,,
aee2e4bb,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1772,"""\""million Eugene Water and Electric to to .\""""",None,9,,,,,,,
1ea1f4f5,None,95.67,This sentence does not contain any sign of destructive leadership.,None,268,"""\""If he needs any additional information we can try to get the two of you together for a few minutes the morning of the interview.\""""",None,27,,,,,,,
7b096123,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1949,"""\""It appears everything went wrong that could go wrong all at onceMurphys Law in the absurd.\""""",None,18,,,,,,,
65b22b87,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1812,"""\""Several lawmakers praised the report as long overdue.\""""",None,10,,,,,,,
97b148891aac,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],4,"""\""What's the fucking difference.\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
d7da14437667,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],128,"""\""People in the 70's couldn't fuck unless there was a wild guitar solo\""""",DLB,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2f36d43e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1928,"""\""When I went to get a RX I was not in that system either and had to come home and call HR and start over with that system.\""""",None,30,,,,,,,
e27659ab,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1072,"""\""Michael I think Monday will be fine.\""""",None,9,,,,,,,
96587202,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2192,"""\""Skilling will be speaking at the National Press Club next week.\""""",None,13,,,,,,,
9bbbea45,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1244,"""\""AHMED ABDELKARIM CONFIRMED AS NEW HEAD OF NOC Tripoli Further to reports this week from Libya Ahmed AbdelKarim Ahmed has been formally appointed as Chairman of NOC following reports that he had been removed from the position.\""""",None,39,,,,,,,
c2a09353,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1494,"""\""Second we are still accepting corporate sponsorship for the event.\""""",None,12,,,,,,,
b7714bd8b664,None,93.12,This sentence does not contain any sign of destructive leadership.,None,74,"""\""Greg Characklis is most knowledgeable about both the issues and the politics so he can provide briefingguidance for both my replacement and Kathleen Magruders replacement.\""""",DLB,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0
450963ff48cd,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],307,"""\""Your asshole is in Washington\""""",DLB,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
a89e690be688,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],288,"""\""He'd answer, and I'd yell, \\\""You're an asshole.\\\""\""""",DLB,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0
b59ca9cc,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1566,"""\""This will help I think.\""""",None,7,,,,,,,
cb09f901,DLB,92.34,"This sentence contains Favoritism (i.e., Discrimination)","['Favoritism (i.e., Discrimination)']",1183,"""\""They would like to give the Jasmine Suite that they are currently in to the Vittors with a connecting bedroom to take care of their family.\""""",None,28,,,,,,,
6cac3e02,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1337,"""\""He will be pleased to serve as the keynote speaker for the banquet on October .\""""",None,17,,,,,,,
290e0d2c,None,92.67,This sentence does not contain any sign of destructive leadership.,None,1936,"""\""Would you be willing to give\""""",None,8,,,,,,,
0039e502,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1431,"""\""MidAmericans lobbyist reported this conversation to me along with Ken Lays reported commitment that we would review it as soon as we could.\""""",None,25,,,,,,,
e9dafaac,None,97.23,This sentence does not contain any sign of destructive leadership.,None,400,"""\""Thank you for the invitation.\""""",None,7,,,,,,,
797b0b57,None,95.67,This sentence does not contain any sign of destructive leadership.,None,458,"""\""To Enzo Olfati Subject Re advanced arbitrage enabling technology out of Caltech Mr. Olfati You could contact Greg Piper to discuss.\""""",None,24,,,,,,,
b2b4bcb0,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],657,"""\""Ill have IT look into it.\""""",None,8,,,,,,,
556e4eb5,None,92.34,This sentence does not contain any sign of destructive leadership.,None,260,"""\""I will come the night before if possible to have dinner with Jeff andor Ken.\""""",None,17,,,,,,,
53d29834,None,92.67,This sentence does not contain any sign of destructive leadership.,None,2282,"""\""We understood that your PR people wanted to reprint the Oped and redistribute it to asyetundetermined people along with various Enron material.\""""",None,24,,,,,,,
040960ff9652,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],319,"""\""So the asshole went on strike, blocked itself up and refused to work.\""""",DLB,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
694d8cf2e5a2,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],245,"""\""Hell, those caps are pretty toothless as they are, Brown said\""""",DLB,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
508fec21,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1776,"""\""More on this as it develops.\""""",None,8,,,,,,,
c0407c53,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1680,"""\""Green Chris Long Mac McClelland David Merrill Peter Styles Terry Thorn cc Bob Fisher Would you be available to attend this meeting EJH\""""",None,25,,,,,,,
ed099960,None,92.34,This sentence does not contain any sign of destructive leadership.,None,234,"""\""I get out of class at so if he wants to pick me up or i will meet hi somewhere...it doesnt really matter to me.\""""",None,29,,,,,,,
0ce8b000,None,95.67,This sentence does not contain any sign of destructive leadership.,None,423,"""\""The Meeting will focus on four main topics the countrys political and social agenda Mexicos commercial relationships with the rest of the world the new economy and the key issues for the countrys main industries.\""""",None,37,,,,,,,
fce6e83e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,461,"""\""To Jeff SkillingCorpEnronENRON cc Subject Businessweek interview Jeff I spoke with Mark Palmer concerning the interview with Businessweek magazine January nd.\""""",None,23,,,,,,,
57289c06,None,95.67,This sentence does not contain any sign of destructive leadership.,None,274,"""\""If you do not wish to receive further email notices please send a reply to this email with the words Do Not EPromote in the subject field.\""""",None,29,,,,,,,
41e35cf8f471,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],54,"""\""He answers, Lady if you farted just touching it, you're gonna shit your pants when you hear what the price is\""""",DLB,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0dba62dd,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1542,"""\""The purpose of this email which Rosalee suggested as the most efficient way of reaching you is twofold .\""""",None,20,,,,,,,
2a88ac2f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,345,"""\""Now in its th year Gartner SymposiumITxpo is widely recognized as the most comprehensive IT strategy event in the world attracting the industrys leading analysts strategists and practitioners.\""""",None,30,,,,,,,
e501696c,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2140,"""\""million worth of bonds to finance the arena and a parking garage.\""""",None,14,,,,,,,
0b11f5bd1cbb,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],351,"""\""it now makes since why erik was acting like an asshole.\""""",DLB,13,0.0,0.0,1.0,1.0,0.0,0.0,0.0
47971e30,None,95.67,This sentence does not contain any sign of destructive leadership.,None,611,"""\""I definitely look forward to receiving occasional updates.\""""",None,10,,,,,,,
5fd42aa8,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1677,"""\""Fyi price cap events of the week.\""""",None,9,,,,,,,
21c3e5b7,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1227,"""\""Wendy Gramm who serves on our Board is the Chairman of the Board of the TPPF.\""""",None,18,,,,,,,
0b02fd3c,None,95.12,This sentence does not contain any sign of destructive leadership.,None,556,"""\""Enrons legislative proposal would give customers freedom to enter into a direct access transaction while simultaneously addressing the Department o f Water Resources concerns about stranded power costs that might result from customer migration.\""""",None,36,,,,,,,
23c1287d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2112,"""\""In every year we have nominated participants to this intensive action.\""""",None,13,,,,,,,
07e880a2,None,95.67,This sentence does not contain any sign of destructive leadership.,None,746,"""\""Please save this email for future reference and again thank you for contributing to this important learning opportunity.\""""",None,20,,,,,,,
65192dd6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1457,"""\""One concern that market participants may have is the sharing of customer data through EBT Express especially when it is backed by potential competitors in the Ontario market such as Toronto Hydro and Ontario Power.\""""",None,37,,,,,,,
60df63255245,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],84,"""\""I am such a lazy piece of shit lately\""""",DLB,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4e23aab7,None,95.67,This sentence does not contain any sign of destructive leadership.,None,814,"""\""The Role of Demand Response Programs Keeping the Grid Operating will focus on the future of demand response programs.\""""",None,21,,,,,,,
94c84e84,None,95.23,This sentence does not contain any sign of destructive leadership.,None,1158,"""\""Thanks so much for the kind words.\""""",None,9,,,,,,,
dda95f3a,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2248,"""\""This may change if other renewable QFs sue for instance FPL who has retained counsel but dont want to be the first to take action.\""""",None,27,,,,,,,
5b70124a5cfc,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],290,"""\""I quickly called him back and said, \\\""That's because you're an asshole.\""""",DLB,20,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9aca92c7,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2077,"""\""I shall be disappointed to see you go but congratulate you and wish you well.\""""",None,17,,,,,,,
4c1c01dc,None,92.67,This sentence does not contain any sign of destructive leadership.,None,1862,"""\""the ongoing profitability of all our businesses and without delaying or hindering our effort to monetize a significant portion of our loweryieldin g asset positions.\""""",None,27,,,,,,,
ce4eab64d271,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],35,"""\""The zookeeper nodded and explained that in 'gorilla language', pulling down your eyelid means Fuck you.\""""",DLB,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0
758a4d70,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1355,"""\""However we appreciate the invitation.\""""",None,7,,,,,,,
17e2ce214831,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],265,"""\""thanks for the thank you note asshole\""""",DLB,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68663b173db1,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],78,"""\""Big breasts, a clean shaven tight pussy, and a wonderful smile.\""""",DLB,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cf6dc7c6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1701,"""\""I called the Enron retirement line and they didnt know what Fund that was from either.\""""",None,18,,,,,,,
f338fa9c,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1096,"""\""Over business owners in the Greater Houston area will attend this byinvitationonly conference.\""""",None,15,,,,,,,
fb773932,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1066,"""\""Let us know Hope all is well...\""""",None,9,,,,,,,
fa29f906,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1027,"""\""If you would like my office can arrange a call between us to discuss this invitation in more detail.\""""",None,21,,,,,,,
b732074b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,719,"""\""On behalf of Jeff many thanks for the opportunity and best wishes for success.\""""",None,16,,,,,,,
eadb7b4b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,248,"""\""I look forward to hearing from you tomorrow...\""""",None,10,,,,,,,
86c14553,None,95.67,This sentence does not contain any sign of destructive leadership.,None,542,"""\""Dear Jeff Skilling My name is Sophia Lindley I am Hilda Lindleys daughter my mother is an Enrons employee for the last eleven years.\""""",None,26,,,,,,,
a9299d6b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,927,"""\""cc Subject RE for Rosalee re Mr. Lays participation at IEA ministerial Dear Rosalee I would again like to thank Mr Lay for agreeing to take part in both our IEA ministerial session and in the OECD Forum Sustainable Development and the New Economy.\""""",None,47,,,,,,,
f6ff223b9268,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],158,"""\""Armin will have to work on that shit\""""",DLB,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0
926244cf,None,95.67,This sentence does not contain any sign of destructive leadership.,None,948,"""\""Erica Jeff is currently scheduled to be on vacation July .\""""",None,12,,,,,,,
c7b5c440e985,None,93.12,This sentence does not contain any sign of destructive leadership.,None,428,"""\""I hear the ride to BR is a bitch but clears up shortly after.\""""",DLB,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3baa6af0,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1488,"""\""Rosalee indicated that you are available to meet at the Center on May th.\""""",None,16,,,,,,,
10e9d576,None,95.67,This sentence does not contain any sign of destructive leadership.,None,757,"""\""See attached file entitled cpuctalkingpoints.doc.\""""",None,9,,,,,,,
b1dddd685817,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],320,"""\""Eventually they all decided that the asshole should be the Boss, so the motion was passed.\""""",DLB,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0
196b5ae4,None,95.12,This sentence does not contain any sign of destructive leadership.,None,901,"""\""As a result oil prices pushed slightly higher with NYMEX crude trading at .\""""",None,15,,,,,,,
72eaa6e6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1535,"""\""The full conference programme is available at httpwww.smionline.co.ukmiddleeastpower.asp or call As a subscriber to our MENA ENews service I would like to highlight the following speaker chairman and workshop leader opportunities available at our Algeria III conference ALGERIA III and June Algiers\""""",None,52,,,,,,,
a9fbbf4c,None,93.12,This sentence does not contain any sign of destructive leadership.,None,839,"""\""Unfortunately we cannot extend our deadline.\""""",None,8,,,,,,,
8271fd9606f9,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],146,"""\""And so we're bombing the hell out of Afghanistan.\""""",DLB,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3ffa7000,None,92.56,This sentence does not contain any sign of destructive leadership.,None,1035,"""\""In addition the financial conflicts the utilities face when interconnecting generation facilities are simply too powerful to overcome through executive orders or other regulations.\""""",None,26,,,,,,,
63aec378d9e4,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],173,"""\""Ask your buddy Saddam about fucking with the good 'ole USA\""""",DLB,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0
d874e819,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1681,"""\""He also suggests that Getting to the bottom of the problem in my view requires us to begin a proceeding to rescind our approval of the ISO as operator of the California grid.\""""",None,35,,,,,,,
2c501b81,None,93.12,This sentence does not contain any sign of destructive leadership.,None,575,"""\""GO FOR IT Jeff PS hi Patti\""""",None,9,,,,,,,
60577ac0,None,93.12,This sentence does not contain any sign of destructive leadership.,None,867,"""\""Wonders if substantial would suffice\""""",None,7,,,,,,,
bef28504,None,97.23,This sentence does not contain any sign of destructive leadership.,None,370,"""\""Please send Jeff a note with any update once you have spoken to Franz.\""""",None,16,,,,,,,
2c2c1e532137,None,93.12,This sentence does not contain any sign of destructive leadership.,None,43,"""\""Off the record we did gain acceptance for the issue raised in our colloquy by DOD and they stand ready to defend their enforcement authority possibly at the upcoming NARUC meeting.\""""",DLB,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0
f35eb164,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2121,"""\""In talking with Maureen I understand that you have a previous conflict Steve\""""",None,15,,,,,,,
dd0f93f0,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],41,"""\""Tony Pryor GPG legal asked if we have any credentialstickets left for die hard democrats in the company.\""""",DLB,20,,,,,,,
14a48e05,None,93.12,This sentence does not contain any sign of destructive leadership.,None,190,"""\""Dear Mr. Stuart Pursuant to your email to Jeff Skilling dated February Mr. Skilling suggests that you contact Mr. Jim Fallon regarding\""""",None,27,,,,,,,
952cf33431dc,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],218,"""\""-Joan of Arc Who the fuck is going to know\""""",DLB,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9fb31231,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2141,"""\""Mirant Corp. which operates power plants in Northern California said yesterday that it has agreed to shift contracts from the defunct California Power Exchange to the Department of Water Resources which is the states electricity buyer.\""""",None,39,,,,,,,
c91a42a4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1591,"""\""What is the structured derivatives portfolio and what is in it Original Message From Richard LewisLONECT To Greg WhalleyHOUECTECT Cc John SherriffLONECTECT Bcc Subj UK PL Sent Thursday December AM\""""",None,32,,,,,,,
2668a6a2b877,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],424,"""\""com>, House Bitch <Chad\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3c482788,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1839,"""\""The buses will be leaving at a.m.\""""",None,11,,,,,,,
d37ff518,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2241,"""\""This email is intended to be reviewed by only the individual or organization named above.\""""",None,17,,,,,,,
927f60ca,None,93.12,This sentence does not contain any sign of destructive leadership.,None,911,"""\""Better get off and save my battery.\""""",None,9,,,,,,,
91c06307076a,DLB,95.23,This sentence contains Lack of professional decorum,['Lack of professional decorum'],84,"""\""And there are no truly free market persons on board at the Commission every single other agricultural rep that I worked with on the Commission were trouble even though they claimed to be deregulatory and they were far worse before I got there\""""",DLB,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9734b8a4,DLB,92.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],394,"""\""Sounds like a great party Im sorry\""""",None,9,,,,,,,
bdd5e5aa,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1662,"""\""Enron Global Assets will have responsibilit y for managing all of Enrons existing energy asset portfolio outside of N orth America and Europe.\""""",None,25,,,,,,,
d9f1a250,DLB,95.67,This sentence contains Comments Refusing Responsibility,['Comments Refusing Responsibility'],709,"""\""My apologies if there has been any doubt on your part however Jeff has been traveling about of the time since midFebruary which has put us a bit behind schedule.\""""",None,32,,,,,,,
6bcf6ae1,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1427,"""\""May I suggest that we invite some members of the Steering Committee to join us on the th to review where we are the political environment and continued Center involvement in this program area.\""""",None,36,,,,,,,
4c792394,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1083,"""\""Mrudula GadadeENRONDEVELOPMENTENRONDEVELOPMENT Brenda CastilloNAEnronEnron Charlene JacksonCorpEnronENRON Jana GiovanniniHOUECTECT Shelly JonesHOUECTECT Subject URGENT Interviewer Request Saturday December We are in urgent need of approximately interviewers for this weekends\""""",None,29,,,,,,,
c5587d4ecfd8,None,92.56,This sentence does not contain any sign of destructive leadership.,None,75,"""\""During the course of the day I spotted the madman across the ballroom engaged in conversation with another individual.\""""",DLB,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45cdcbff,None,95.67,This sentence does not contain any sign of destructive leadership.,None,484,"""\""While many of the bureaucrats and executives have been released a leaked report from the military investigators suggests that the operation is wide ranging and may ultimately target the Minister of Energy and Natural Resources and other senior energy sector bureaucrats and businessmen.\""""",None,45,,,,,,,
38c2817b,None,93.12,This sentence does not contain any sign of destructive leadership.,None,879,"""\""Your drinks will be colder this way you will have a timely rest stop and the local business will look forward to our return.\""""",None,26,,,,,,,
c7420f9e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,535,"""\""cc Subject HBS April Luncheon REMINDER\""""",None,8,,,,,,,
582fbbe6,None,95.67,This sentence does not contain any sign of destructive leadership.,None,366,"""\""Please let me know if you have any dates in mind and well see how they work on Jeffs schedule.\""""",None,22,,,,,,,
80ffcc83,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2253,"""\""This would seem important to reduce long term risks to our business strategy. .\""""",None,16,,,,,,,
569425a6,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1715,"""\""I think hes strong intellectually and has some influence\""""",None,11,,,,,,,
093668021369,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],273,"""\""Pissing in the bath is disgusting\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
544d52aa,None,95.67,This sentence does not contain any sign of destructive leadership.,None,236,"""\""I have also included the call for papers for the Houston conferenc e at the end of this mail which lines out the major sessions and topics.\""""",None,29,,,,,,,
73318b14,None,97.23,This sentence does not contain any sign of destructive leadership.,None,249,"""\""I look forward to hearing from you.\""""",None,9,,,,,,,
b8f86c57,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],2240,"""\""This decision makes it clear that ISO cannot lower the caps at tomorrows meeting and expect that sellers will be required to sell to it at that price.\""""",None,30,,,,,,,
e8b5b90b3541,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],435,"""\""So how do you say \\\""bitch\\\"" in Spanish\""""",DLB,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
aa7b67d3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,711,"""\""My email address is listed below.\""""",None,8,,,,,,,
bfc7ee94,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1329,"""\""Good luck with your continued progress.\""""",None,8,,,,,,,
3afa6d93,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1490,"""\""Sam Palmisano spoke to the Enron Management Meeting in November which was first rate.\""""",None,16,,,,,,,
d3083d04c291,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],441,"""\""We need to do dinner or pre-dinner drinks (or just skip dinner) and bitch \\\\about the idiots we both work with\""""",DLB,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
070d29eab45e,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],325,"""\""A 20 year old gets drunk,some asshole cops treat them like shit and they mouth off to the asshole cops, who being the only ones able to excercise the power trip, get the last word\""""",DLB,41,0.0,0.0,1.0,1.0,0.0,0.0,0.0
b7456be3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2190,"""\""She is arranging for Rick and Marty and myself to be on that call.\""""",None,16,,,,,,,
b9d79587,None,95.67,This sentence does not contain any sign of destructive leadership.,None,994,"""\""I have attached a copy of our Sponsorship Opportunities brochure that describes the various levels K K and the benefits of each sponsorship tier.\""""",None,26,,,,,,,
d9b51346,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2284,"""\""We would need to raise funding from various clients to help underwrite the effort but the work would be CERAs independent research\""""",None,24,,,,,,,
4ca98dea,None,95.67,This sentence does not contain any sign of destructive leadership.,None,902,"""\""As discussed he is to chair the first of two energy panels at the FORUM his is titled Fuelling Sustainable Development.\""""",None,23,,,,,,,
dec52725,None,95.67,This sentence does not contain any sign of destructive leadership.,None,883,"""\""Additionally as you are aware the PRC meetings are next week December th th and there is not enough time to gather information.\""""",None,25,,,,,,,
134419a2,None,97.23,This sentence does not contain any sign of destructive leadership.,None,963,"""\""George I have a baseball ticket for you and would like to make arrangements to have it couriered to you.\""""",None,22,,,,,,,
70283a51,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1056,"""\""Jim It was a pleasure speaking with you on Wednesday.\""""",None,12,,,,,,,
348c62cd,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1959,"""\""Accordingly we will hold a oneday meeting in Montreal on Tuesday the th of January .\""""",None,17,,,,,,,
ab203810,None,93.12,This sentence does not contain any sign of destructive leadership.,None,618,"""\""I hope it is acceptable to you.\""""",None,9,,,,,,,
f94b8ef6,None,92.56,This sentence does not contain any sign of destructive leadership.,None,2000,"""\""But much uncertainty remains about exactly how and when the new price is supposed to be established under the commissions order and that apparentl y drove away sellers Hart said.\""""",None,32,,,,,,,
d7d1f38d2758,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],280,"""\""and then went to a party Sat night where some asshole at the party backed into my car and didn't even come in and tell me\""""",DLB,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0
a3c65dcfef0b,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],432,"""\""Mean machine will be PLove's bitch again this year\""""",DLB,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20b7fd4a,None,92.34,This sentence does not contain any sign of destructive leadership.,None,72,"""\""I have received information from the Control Risks Group that several anticapitalist and anarchist groups are planning major demonstrations to disrupt the proceedings.\""""",DLB,25,,,,,,,
c00a40273b0b,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],49,"""\""Don't fuck with Uncle Bob when he's been drinking\""""",DLB,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14bba7a37187,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],97,"""\""And then I spoke these memorable words: And not those damn refundable tickets, either\""""",DLB,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2608cad4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1313,"""\""Enrollment packages can be pickedup at the HR Kio sk between AM and PM or call Cynthia Vasquez at X..\""""",None,22,,,,,,,
b85fc00c,None,95.67,This sentence does not contain any sign of destructive leadership.,None,650,"""\""If you have it just drop it in the mail to Sherri Sera co Enron Corp.\""""",None,18,,,,,,,
dfc12677,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1037,"""\""In light of the above the World Economic Forum will hold a Mexico Meeting on December in Mexico City.\""""",None,21,,,,,,,
0d04d6b1,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1695,"""\""Houston Rockets Proposal arena p. .\""""",None,8,,,,,,,
c8080b1b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,548,"""\""Dont miss this exceptional speaker with great credentials.\""""",None,10,,,,,,,
cf6f444f,None,95.67,This sentence does not contain any sign of destructive leadership.,None,156,"""\""As we get out into the country I highly recommend stopping at the local stores for your sport drinks water and a quick rest stop.\""""",None,27,,,,,,,
aba90501,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2262,"""\""Today one of these employees Linda Uselman paid me a visit to inform me of her resignation from EES.\""""",None,21,,,,,,,
ed1512b6,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1213,"""\""We had dinner a few days ago and he asked me if I thought you might be interested in meeting with Ali Rodgrigues.\""""",None,25,,,,,,,
